dpp	async	friendster	10	21	36.741303	36.747655	0.000000	0.000000	0.000000
dpp	async	friendster	10	21	36.731968	36.738246	0.000000	0.000000	0.000000
dpp	async	friendster	10	21	36.803070	36.809387	0.000000	0.000000	0.000000
dpp	async	friendster	10	21	36.750829	36.757375	0.000000	0.000000	0.000000
dpp	async	friendster	10	21	36.749869	36.756293	0.000000	0.000000	0.000000
dpp	async	friendster	10	22	34.313676	34.319600	0.000000	0.000000	0.000000
dpp	async	friendster	10	22	34.317745	34.323673	0.000000	0.000000	0.000000
dpp	async	friendster	10	22	34.332033	34.338122	0.000000	0.000000	0.000000
dpp	async	friendster	10	22	34.298308	34.304288	0.000000	0.000000	0.000000
dpp	async	friendster	10	22	34.309634	34.315629	0.000000	0.000000	0.000000
dpp	async	friendster	10	23	33.134992	33.140826	0.000000	0.000000	0.000000
dpp	async	friendster	10	23	33.140368	33.146320	0.000000	0.000000	0.000000
dpp	async	friendster	10	23	33.147338	33.153196	0.000000	0.000000	0.000000
dpp	async	friendster	10	23	33.131728	33.137629	0.000000	0.000000	0.000000
dpp	async	friendster	10	23	33.135356	33.141181	0.000000	0.000000	0.000000
dpp	async	friendster	10	24	32.475356	32.481293	0.000000	0.000000	0.000000
dpp	async	friendster	10	24	32.474862	32.481134	0.000000	0.000000	0.000000
dpp	async	friendster	10	24	32.473415	32.479121	0.000000	0.000000	0.000000
dpp	async	friendster	10	24	32.502396	32.508281	0.000000	0.000000	0.000000
dpp	async	friendster	10	24	32.500679	32.506551	0.000000	0.000000	0.000000
dpp	async	friendster	10	25	32.715449	32.721874	0.000000	0.000000	0.000000
dpp	async	friendster	10	25	32.714495	32.721145	0.000000	0.000000	0.000000
dpp	async	friendster	10	25	32.720744	32.727085	0.000000	0.000000	0.000000
dpp	async	friendster	10	25	32.717536	32.723863	0.000000	0.000000	0.000000
dpp	async	friendster	10	25	32.713373	32.719710	0.000000	0.000000	0.000000
dpp	async	friendster	10	26	32.377787	32.384805	0.000000	0.000000	0.000000
dpp	async	friendster	10	26	32.379584	32.386763	0.000000	0.000000	0.000000
dpp	async	friendster	10	26	32.375798	32.383030	0.000000	0.000000	0.000000
dpp	async	friendster	10	26	32.376896	32.383924	0.000000	0.000000	0.000000
dpp	async	friendster	10	26	32.378801	32.385825	0.000000	0.000000	0.000000
dpp	async	friendster	10	27	32.430728	32.439804	0.000000	0.000000	0.000000
dpp	async	friendster	10	27	32.425508	32.434562	0.000000	0.000000	0.000000
dpp	async	friendster	10	27	32.424722	32.433746	0.000000	0.000000	0.000000
dpp	async	friendster	10	27	32.422519	32.431608	0.000000	0.000000	0.000000
dpp	async	friendster	10	27	32.422384	32.431440	0.000000	0.000000	0.000000
dpp	async	friendster	10	28	32.557837	32.570374	0.000000	0.000000	0.000000
dpp	async	friendster	10	28	32.557456	32.569930	0.000000	0.000000	0.000000
dpp	async	friendster	10	28	32.559096	32.571333	0.000000	0.000000	0.000000
dpp	async	friendster	10	28	32.558071	32.570697	0.000000	0.000000	0.000000
dpp	async	friendster	10	28	32.550626	32.563009	0.000000	0.000000	0.000000
dpp	async	uk	10	21	54.910822	54.918746	0.000000	0.000000	0.000000
dpp	async	uk	10	21	54.963285	54.971400	0.000000	0.000000	0.000000
dpp	async	uk	10	21	54.919933	54.928005	0.000000	0.000000	0.000000
dpp	async	uk	10	21	54.985831	54.993851	0.000000	0.000000	0.000000
dpp	async	uk	10	21	54.967830	54.975984	0.000000	0.000000	0.000000
