dpp	incore	network5.dat	10	0	0.028833	0.037639	0.966618	0.897916	0.814869
dpp	incore	network5.dat	10	0	0.028483	0.037292	0.967934	0.891105	0.824187
dpp	incore	network5.dat	10	0	0.028840	0.036761	0.966624	0.891597	0.781251
dpp	incore	network5.dat	10	0	0.028328	0.037070	0.967029	0.883763	0.787613
dpp	incore	network5.dat	10	0	0.028703	0.037429	0.970839	0.902027	0.832305
dpp	incore	network5.dat	10	0	0.028810	0.037624	0.962088	0.877232	0.779945
dpp	incore	network5.dat	10	0	0.028722	0.037534	0.968251	0.898937	0.827535
dpp	incore	network5.dat	10	0	0.028656	0.037462	0.972266	0.907118	0.838203
dpp	incore	network5.dat	10	0	0.028527	0.037329	0.972161	0.905034	0.816307
dpp	incore	network5.dat	10	0	0.028675	0.037411	0.969636	0.897778	0.822253
lfht1	incore	network5.dat	10	0	0.035359	0.041814	0.997029	0.988696	0.983104
lfht1	incore	network5.dat	10	0	0.035195	0.041671	0.993917	0.973457	0.946864
lfht1	incore	network5.dat	10	0	0.035311	0.041554	0.997798	0.992215	0.987387
lfht1	incore	network5.dat	10	0	0.034876	0.041323	0.996403	0.985624	0.976603
lfht1	incore	network5.dat	10	0	0.035260	0.041725	0.996756	0.988344	0.982694
lfht1	incore	network5.dat	10	0	0.035236	0.041716	0.997863	0.993235	0.991132
lfht1	incore	network5.dat	10	0	0.035293	0.041749	0.997735	0.991901	0.987817
lfht1	incore	network5.dat	10	0	0.035182	0.041641	0.998066	0.993543	0.992262
lfht1	incore	network5.dat	10	0	0.035066	0.041470	0.997554	0.991893	0.982680
lfht1	incore	network5.dat	10	0	0.035196	0.041717	0.998915	0.998391	0.999216
dpp	incore	network10.dat	10	0	0.060176	0.073314	0.939657	0.788065	0.625617
dpp	incore	network10.dat	10	0	0.059950	0.073106	0.947266	0.813062	0.672792
dpp	incore	network10.dat	10	0	0.059919	0.073118	0.947624	0.808300	0.680728
dpp	incore	network10.dat	10	0	0.059378	0.072699	0.951189	0.820267	0.677010
dpp	incore	network10.dat	10	0	0.059518	0.072911	0.945288	0.788051	0.667562
dpp	incore	network10.dat	10	0	0.060347	0.073523	0.937094	0.779667	0.633771
dpp	incore	network10.dat	10	0	0.060165	0.073264	0.940628	0.784405	0.620035
dpp	incore	network10.dat	10	0	0.060223	0.073361	0.952021	0.834896	0.711608
dpp	incore	network10.dat	10	0	0.059506	0.072862	0.949100	0.819078	0.688630
dpp	incore	network10.dat	10	0	0.059643	0.072840	0.945975	0.812572	0.695449
lfht1	incore	network10.dat	10	0	0.064448	0.075795	0.996928	0.986824	0.979900
lfht1	incore	network10.dat	10	0	0.064355	0.075768	0.996377	0.984583	0.975457
lfht1	incore	network10.dat	10	0	0.078404	0.089801	0.993544	0.969200	0.940476
